transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2020-04-09,12,1,OTOYOL,SAHINTEPESI - YENIBOSNA METRO,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,HT20,
2020-04-09,11,1,OTOYOL,TASOLUK-CEBECI MAH.,Normal,3,3,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,336T,
2020-04-19,18,1,OTOYOL,TURK ALMAN UNV.-KAVACIK/KUCUKSU,Normal,1,1,TAM,Tam Kontur,BEYKOZ,136B,
2020-04-13,18,1,OTOYOL,MARMARA EGITIM KOY.- KUCUKYALI METRO,Aktarma,1,1,TAM,Tam Aktarma,KARTAL,KM45,
2020-04-01,18,1,OTOYOL,ESATPASA-ATASEHIR-YEDITEPE UNV.,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,10A,
2020-04-13,14,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,30A,
2020-04-14,7,1,OTOYOL,KARTAL-BALLICA-KURTDOGMUS,Normal,2,2,INDIRIMLI1,Tam Kontur,KARTAL,132D,
2020-04-22,18,1,OTOYOL,BEYLIKDUZU-TAKSIM(CIFT KATLI),Normal,3,3,TAM,Tam Kontur,BAKIRKOY,145T,
2020-04-29,20,1,OTOYOL,ESATPASA-ATASEHIR-YEDITEPE UNV.,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,10A,
2020-04-26,19,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,34,ZEYTINBURNU
2020-04-21,13,2,RAYLI,HALKALI - GEBZE,Aktarma,1,1,TAM,Tam Aktarma,KARTAL,MARMARAY,YUNUS
2020-04-12,19,1,OTOYOL,DENIZ HARP OKULU-MALTEPE PERONLAR,Normal,2,1,TAM,Tam Kontur,KARTAL,133T,
2020-04-29,18,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,25,25,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,11ÜS,
2020-04-30,11,2,RAYLI,USKUDAR-CEKMEKOY,Normal,2,2,UCRETSIZ,Ucretsiz,UMRANIYE,M5,CARSI
2020-04-05,15,1,OTOYOL,PARSELLER MAH-UZUNCAYIR M.BUS-KADIKOY,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,14BK,
2020-04-28,12,1,OTOYOL,BESIKTAS-Z.KUYU-ULUS-BESIKTAS,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,U2,
2020-04-13,12,2,RAYLI,KABATAS-BAGCILAR,Aktarma,22,22,TAM,Tam Aktarma,FATIH,T1,LALELI
2020-04-28,19,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,TAM,TekliBilet Tarifeli,PENDIK,M4,TAVSANTEPE (DOGU)
2020-04-10,18,1,OTOYOL,SERIFALI - USKUDAR,Normal,1,1,TAM,Tam Kontur,KARTAL,13M,
2020-04-22,15,2,RAYLI,TOPKAPI-HABIBLER,Normal,5,5,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,T4,TOPKAPI
2020-04-01,21,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,34,EDIRNEKAPI
2020-04-16,17,1,OTOYOL,CAGLAYAN - EMINONU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,46Ç,
2020-04-23,19,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,M1,KARTALTEPE
2020-04-03,6,1,OTOYOL,HAZNEDAR - EMINONU,Normal,13,13,TAM,Tam Kontur,FATIH,92C,
2020-04-09,11,1,OTOYOL,SABIHA GOKCEN HVL - SULTANBEYLI - MADENLER METRO,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,131C,
2020-04-29,14,1,OTOYOL,KAYASEHIR-BAKIRKOY,Aktarma,1,1,TAM,Tam Aktarma,KUCUKCEKMECE,79B,
2020-04-30,18,2,RAYLI,HALKALI - GEBZE,Normal,2,2,UCRETSIZ,Ucretsiz,TUZLA,MARMARAY,AYDINTEPE
2020-04-13,8,1,OTOYOL,CEBECI MAHALLESI-BOLLUCA-ENSAR MAHALLESI,Normal,32,31,TAM,Tam Kontur,SARIYER,36TC,
2020-04-30,17,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,TUZLA,MARMARAY,TUZLA
2020-04-07,9,1,OTOYOL,EMIRGAN - 4.LEVEND METRO,Normal,2,2,TAM,Tam Kontur,SARIYER,EL2,
2020-04-28,19,1,OTOYOL,KADIKOY-BASIBUYUK MAHALLESI,Normal,1,1,UCRETSIZ,Ucretsiz,SANCAKTEPE,19B,
2020-04-07,17,1,OTOYOL,USKUDAR-BEYKOZ,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,15,
2020-04-07,12,1,OTOYOL,VEYSEL KARANI-SAMANDIRA-KADIKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,PENDIK,18V,
2020-04-05,19,1,OTOYOL,SULTANBEYLI-UMRANIYE,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,131,
2020-04-19,7,1,OTOYOL,FATIH SULTAN KARAYOLLARI-SISLI,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,59K,
2020-04-21,14,1,OTOYOL,SIRINTEPE-SISLI,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,27T,
2020-04-03,12,1,OTOYOL,SEYRANTEPE-GULTEPE-PERPA,Normal,2,2,TAM,Tam Kontur,SARIYER,65A,
2020-04-16,9,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,M5,KISIKLI
2020-04-10,9,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,GAYRETTEPE
2020-04-08,7,1,OTOYOL,BINEVLER - MASLAK,Normal,23,23,TAM,Tam Abonman,BAKIRKOY,47L,
2020-04-20,11,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,24,20,TAM,Tam Kontur,BAKIRKOY,34,FLORYA
2020-04-30,6,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Normal,6,6,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,DT1,
2020-04-05,17,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,78,
2020-04-01,11,2,RAYLI,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,MARMARAY,KARTAL
2020-04-21,21,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,146,
2020-04-14,17,1,OTOYOL,TEPEUSTU-AKSARAY,Aktarma,5,5,TAM,Tam Aktarma,BAKIRKOY,89B,
2020-04-30,20,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SULTANGAZI,T4,SULTANCIFTLIGI
2020-04-06,21,1,OTOYOL,SULTANBEYLI-UZUNCAYIR METROBUS-HAREM,Aktarma,1,1,TAM,Tam Aktarma,ATASEHIR,18,
2020-04-04,7,1,OTOYOL,BATI ATASEHIR / KUCUKBAKKALKOY - KADIKOY,Normal,2,2,TAM,Tam Kontur,ATASEHIR,21B,
2020-04-28,12,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,UCRETSIZ,Ucretsiz,BAKIRKOY,34,ZEYTINBURNU
2020-04-13,7,1,OTOYOL,S.BEYLI-M.SINAN M-UZUNCAYIR METROBUS,Normal,3,3,INDIRIMLI1,Indirimli Kontur,PENDIK,18M,
2020-04-17,7,1,OTOYOL,ORNEKTEPE -TAKSIM,Normal,8,8,TAM,Tam Kontur,BAKIRKOY,54ÖR,
2020-04-16,13,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,29,26,TAM,Tam Kontur,KADIKOY,34A,FIKIRTEPE
2020-04-16,15,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,1,1,TAM,Tam Abonman,SARIYER,14ÇK,
2020-04-10,7,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,429A,
2020-04-02,17,1,OTOYOL,EMNIYETTEPE- HAMIDIYE MAH. - BESIKTAS,Normal,4,4,INDIRIMLI1,Indirimli Abonman,SARIYER,62G,
2020-04-28,9,2,RAYLI,KABATAS-BAGCILAR,Aktarma,18,18,INDIRIMLI1,Indirimli Aktarma,FATIH,T1,YUSUFPASA
2020-04-22,12,1,OTOYOL,CEBECI MAHALLESI - EMINONU,Normal,3,3,UCRETSIZ,Ucretsiz,FATIH,36CE,
2020-04-29,19,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KADIKOY,M4,ACIBADEM (DOGU)
2020-04-30,8,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,EYUPSULTAN,T4,VATAN
2020-04-08,14,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34,TOPKAPI
2020-04-09,10,1,OTOYOL,CUMH.MAH-KUCUK CAMLICA - USKUDAR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SANCAKTEPE,6,
2020-04-23,18,1,OTOYOL,ATAKENT MAHALLESI- TAKSIM,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,89T,
2020-04-08,14,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,FATIH,M2,VEZNECILER KUZEY
2020-04-07,13,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - BAKIRKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,98B,
2020-04-02,10,2,RAYLI,HALKALI - GEBZE,Normal,2,2,UCRETSIZ,Ucretsiz,KADIKOY,MARMARAY,GOZTEPE
2020-04-29,12,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M3,ISTOC
2020-04-08,10,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,9,TAM,Tam Abonman,KUCUKCEKMECE,34,SEFAKOY
2020-04-22,13,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,PERSONEL,Tam Abonman,GUNGOREN,T1,CAMI
2020-04-22,17,1,OTOYOL,YESILPINAR - YENIKAPI,Normal,1,1,UCRETSIZ,Ucretsiz,KAGITHANE,39D,
2020-04-16,16,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,16,
2020-04-30,18,1,OTOYOL,IHLAS MARMARA EVLERI-ZEYTINBURNU METRO,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KAGITHANE,145,
2020-04-15,6,1,OTOYOL,BUYUKCEKMECE-BAKIRKOY,Aktarma,1,1,TAM,Tam Aktarma,KUCUKCEKMECE,76C,
2020-04-27,14,1,OTOYOL,AKSEMSETTIN MAH. - EMINONU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SARIYER,99,
2020-04-29,10,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M1,HAVAALANI
2020-04-03,19,2,RAYLI,HALKALI - GEBZE,Normal,16,16,TAM,Tam Kontur,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2020-04-05,19,1,OTOYOL,EMIRGAN - 4.LEVEND METRO,Aktarma,3,3,TAM,Tam Aktarma,SARIYER,EL2,
2020-04-05,13,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,4,4,TAM,Tam Aktarma,FATIH,M2,HALIC GUNEY
2020-04-28,20,1,OTOYOL,KADIKOY-YENISEHIR,Normal,1,1,TAM,Tam Abonman,ATASEHIR,13B,
2020-04-08,7,1,OTOYOL,YESILPINAR-BAKIRKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,94Y,
2020-04-03,6,2,RAYLI,HALKALI - GEBZE,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KADIKOY,MARMARAY,ERENKOY
2020-04-28,10,1,OTOYOL,RUMELI KAVAGI - HACI OSMAN METRO,Normal,1,1,TAM,Tam Kontur,SARIYER,25A,
2020-04-20,8,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,M1,ATAKOY
2020-04-05,13,1,OTOYOL,SILIVRI-YENIBOSNA,Normal,3,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,303,
2020-04-09,13,1,OTOYOL,SAHINTEPESI - YENIBOSNA METRO,Normal,1,1,TAM,TekliBilet Tarifeli,BAKIRKOY,HT20,
2020-04-16,7,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,KARTAL,MARMARAY,ATALAR
2020-04-13,14,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,SISLI,M2,LEVENT GUNEY
2020-04-17,16,2,RAYLI,HALKALI - GEBZE,Aktarma,7,7,INDIRIMLI1,Tam Aktarma,FATIH,MARMARAY,YENIKAPI-1
2020-04-16,15,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,23,22,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2020-04-06,9,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2020-04-17,7,1,OTOYOL,AKFIRAT-KARTAL,Normal,5,5,UCRETSIZ,Ucretsiz,BAKIRKOY,133AK,
2020-04-19,18,1,OTOYOL,KADIKOY-KAVAKPINAR MAH,Normal,1,1,TAM,Tam Abonman,KARTAL,17K,
2020-04-13,8,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,16,16,TAM,Tam Aktarma,SISLI,M2,SISLI 2 KUZEY
2020-04-23,7,1,OTOYOL,USKUDAR-INKILAP MAH.,Normal,2,2,TAM,Tam Kontur,SANCAKTEPE,11D,
2020-04-26,17,2,RAYLI,KADIKOY-KARTAL,Normal,2,2,TAM,Tam Kontur,KARTAL,M4,KARTAL (BATI)
2020-04-24,8,1,OTOYOL,ATAKOY - TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,KUCUKCEKMECE,71T,
2020-04-28,15,1,OTOYOL,USKUDAR-UNALAN MAHALLESI,Normal,1,1,INDIRIMLI1,Tam Kontur,SANCAKTEPE,11Ü,
2020-04-04,8,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,KAGITHANE,34,OKMEYDANI HASTANE
2020-04-02,17,1,OTOYOL,KOCAMUSTAFAPASA - BALAT,Normal,19,16,TAM,Tam Kontur,BAKIRKOY,35D,
2020-04-17,15,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,4,4,TAM,Tam Aktarma,UMRANIYE,M5,IHLAMUR KUYU
2020-04-21,19,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,GUNGOREN,M1,DAVUTPASA
2020-04-04,8,1,OTOYOL,KADIKOY-PENDIK,Normal,8,8,INDIRIMLI1,Tam Kontur,BAKIRKOY,16D,
2020-04-25,8,1,OTOYOL,DENIZ HARP OKULU-MALTEPE PERONLAR,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,133T,
2020-04-05,9,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,KAGITHANE,34,DARULACEZE PERPA
2020-04-09,12,1,OTOYOL,KARTALMETRO/TOPSELVI-KADIKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,16B,
2020-04-30,14,1,OTOYOL,HACI OSMAN METRO-Y.EMRE-UYUM SITESI,Normal,1,1,TAM,Tam Abonman,SARIYER,25Y,
2020-04-09,14,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KARTAL,16,
2020-04-16,18,1,OTOYOL,ATAKENT MAHALLESI- BAKIRKOY,Normal,1,1,UCRETSIZ,Ucretsiz,KAGITHANE,98T,
2020-04-30,18,2,RAYLI,KABATAS-BAGCILAR,Aktarma,4,4,TAM,Tam Aktarma,FATIH,T1,SIRKECI
2020-04-08,17,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SISLI,34,ZINCIRLIKUYU 1
2020-04-20,6,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,M2,HACIOSMAN
2020-04-06,10,1,OTOYOL,FERHATPASA-SOYAK YENISEHIR,Normal,2,2,TAM,Tam Kontur,ATASEHIR,19FS,
2020-04-02,15,1,OTOYOL,TASDELEN-IMES-UMRANIYE-BEREKET SITESI,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,131T,
2020-04-17,10,1,OTOYOL,USKUDAR-ALEMDAR,Normal,1,1,UCRETSIZ,Ucretsiz,PENDIK,11A,
2020-04-13,19,1,OTOYOL,BEYLIKDUZU - BAKIRKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,76,
2020-04-09,6,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,34,SIRINEVLER 1
2020-04-06,16,1,OTOYOL,KIRAZLITEPE-USKUDAR,Normal,1,1,TAM,Tam Kontur,BEYKOZ,15K,
2020-04-01,8,1,OTOYOL,USKUDAR-KAVACIK-YENICAMII,Normal,1,1,UCRETSIZ,Ucretsiz,BEYKOZ,15M,
2020-04-14,12,2,RAYLI,HALKALI - GEBZE,Normal,2,2,PERSONEL,Tam Abonman,PENDIK,MARMARAY,PENDIK
2020-04-16,11,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,48,40,TAM,Tam Kontur,BAKIRKOY,93T,
2020-04-10,13,1,OTOYOL,TUZLA-TOPKAPI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,500T,
2020-04-02,20,1,OTOYOL,YENIDOGAN-AYRILIKCESME,Normal,4,4,INDIRIMLI1,Indirimli Abonman,PENDIK,14YK,
2020-04-16,6,1,OTOYOL,GOKTURK-PIRINCCIKOY-MESCIDI SELAM,Normal,3,3,TAM,Tam Kontur,SARIYER,48G,
2020-04-28,13,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,2,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,SEFAKOY
2020-04-27,8,1,OTOYOL,CEBECI MAHALLESI-BOLLUCA-ENSAR MAHALLESI,Normal,1,1,TAM,Tam Kontur,SARIYER,36TC,
2020-04-10,13,1,OTOYOL,KARADENIZ MAHALLESI - BEYAZIT,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,36,
2020-04-16,11,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - BAKIRKOY,Normal,13,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,98B,
2020-04-04,15,1,OTOYOL,KADIKOY-ESENSEHIR,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,14ES,
2020-04-02,17,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,1,1,TAM,Tam Aktarma,ESENLER,M1,ESENLER
2020-04-15,13,1,OTOYOL,KAYABASI KIPTAS-MECIDIYEKOY,Normal,8,8,INDIRIMLI1,Indirimli Abonman,PENDIK,79KM,
2020-04-13,12,1,OTOYOL,ATAKENT-AKSARAY,Normal,8,8,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,89K,
2020-04-17,10,1,OTOYOL,MASLAK GAZETECILER SITESI-ISTINYE DEREICI-BESIKTAS,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SARIYER,29E,
2020-04-29,18,1,OTOYOL,TOPKAPI - GOKTURK,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Abonman,SARIYER,48A,
2020-04-04,11,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,79Y,
2020-04-29,9,1,OTOYOL,KADIKOY-TURKIS BLOKLARI,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,19T,
2020-04-03,19,1,OTOYOL,BOGAZKOY-BAHCESEHIR-TAKSIM,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,76E,
2020-04-04,23,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,429A,
2020-04-17,19,1,OTOYOL,KADIKOY-KAZIM KARABEKIR MAH.,Normal,20,19,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,20K,
2020-04-17,14,1,OTOYOL,KOCAMUSTAFAPASA - BALAT,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,35D,
2020-04-08,7,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,5,5,UCRETSIZ,Ucretsiz,SISLI,M2,ITU GUNEY
2020-04-22,7,1,OTOYOL,GOKTURK KOYU-4. LEVENT METRO ,Normal,26,25,TAM,Tam Kontur,KAGITHANE,48L,
2020-04-07,15,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BASAKSEHIR,M3,ZIYA GOKALP MAH.
2020-04-02,10,1,OTOYOL,TOPKAPI - BESIKTAS,Aktarma,12,12,TAM,Tam Aktarma,BAKIRKOY,28T,
2020-04-19,7,1,OTOYOL,SULTANBEYLI - YAMANEVLER METRO,Normal,1,1,INDIRIMLI1,Tam Kontur,ATASEHIR,UM73,
2020-04-20,15,1,OTOYOL,ATESTUGLA - BAKIRKOY,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,98D,
2020-04-15,12,2,RAYLI,TOPKAPI-HABIBLER,Normal,3,3,TAM,Tam Kontur,SULTANGAZI,T4,SULTANCIFTLIGI
2020-04-18,20,1,OTOYOL,CEBECI MAHALLESI-TASOLUK-HARACCI,Normal,1,1,TAM,Tam Kontur,FATIH,36HT,
2020-04-16,19,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KADIKOY,M4,YENISAHRA
2020-04-17,19,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Aktarma,2,2,TAM,Tam Aktarma,ATASEHIR,18Ü,
2020-04-02,12,1,OTOYOL,CAMLIK HAM.- PENDIK METRO / PENDIK YHT,Normal,4,4,UCRETSIZ,Ucretsiz,ATASEHIR,KM26,
2020-04-16,16,1,OTOYOL,USKUDAR-S.GAZI EMEK MAH,Normal,3,2,TAM,Tam Kontur,ATASEHIR,11P,
2020-04-08,12,3,DENİZ,BOGAZ,Normal,1,1,TAM,Tam Abonman,BESIKTAS,BOGAZ,ARNAVUTKOY
2020-04-08,14,1,OTOYOL,USKUDAR-SENEVLER,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SANCAKTEPE,15ŞN,
2020-04-28,7,3,DENİZ,CUBUKLU-ISTINYE,Normal,1,1,TAM,Tam Kontur,BEYKOZ,CUBUKLU-IST,CUBUKLU ARABALI
2020-04-30,18,1,OTOYOL,YUNUS EMRE MAHALLESI-YENIKAPI,Normal,2,2,INDIRIMLI1,Tam Kontur,SARIYER,88A,
2020-04-10,17,1,OTOYOL,TEPEOREN-TUZLA,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,133P,
2020-04-28,18,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,4,4,INDIRIMLI2,Indirimli Tip 2 Kontur,BEYOGLU,M2,SISHANE GUNEY
2020-04-22,9,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,34,EDIRNEKAPI
2020-04-13,13,1,OTOYOL,BASINSITESI - TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,97T,
2020-04-04,18,1,OTOYOL,ESENTEPE MAH. - BEYAZIT,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,36ES,
2020-04-17,17,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,1,1,TAM,Tam Abonman,FATIH,92Ş,
2020-04-18,19,1,OTOYOL,YUZYIL MAH. - BAKIRKOY,Normal,1,1,TAM,Tam Abonman,SARIYER,98Y,
2020-04-27,10,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,MERTER
2020-04-01,14,1,OTOYOL,EMINONU - KULAKSIZ,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,EM1,
2020-04-29,21,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2020-04-03,9,1,OTOYOL,GUNESTEPE-TAKSIM,Normal,2,2,TAM,Tam Kontur,KAGITHANE,92T,
2020-04-10,16,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2020-04-23,7,1,OTOYOL,KADIKOY-TUZLA,Aktarma,2,2,TAM,Tam Aktarma,KARTAL,130A,
2020-04-01,7,2,RAYLI,KADIKOY-KARTAL,Normal,9,9,TAM,Tam Kontur,KADIKOY,M4,ACIBADEM (DOGU)
2020-04-03,11,1,OTOYOL,VEYSEL KARANI-METRO-CEVIZLI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KARTAL,KM60,
2020-04-30,9,1,OTOYOL,USKUDAR-BEYKOZ,Normal,7,7,TAM,Tam Abonman,BAKIRKOY,15,
2020-04-01,16,1,OTOYOL,KARADENIZ MAHALLESI - BEYAZIT,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,36,
2020-04-06,8,2,RAYLI,TUNEL,Normal,1,1,UCRETSIZ,Ucretsiz,BEYOGLU,TUNEL,KARAKOY
2020-04-20,17,1,OTOYOL,GIYIMKENT - T.REIS - EMINONU,Normal,2,2,TAM,Tam Kontur,FATIH,33,
2020-04-22,17,1,OTOYOL,DEGIRMENDERE-KAVACIK,Aktarma,4,4,TAM,Tam Aktarma,BEYKOZ,136,
2020-04-14,12,1,OTOYOL,KADIKOY-ESENEVLER,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,8E,
2020-04-27,22,1,OTOYOL,KARTAL-AYDINLI TOKI KONUTLARI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,133KT,
2020-04-06,18,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,6,6,UCRETSIZ,Ucretsiz,BAKIRKOY,458,
2020-04-09,13,1,OTOYOL,HILAL KONUTLARI-KARTAL METRO,Normal,1,1,TAM,Tam Kontur,KARTAL,KM21,
