transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2020-04-07,13,1,OTOYOL,AYAZAGA KOYU-KAGITHANE-YENIKAPI,Normal,15,15,TAM,Tam Kontur,BAKIRKOY,41Y,
2020-04-14,7,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,98S,
2020-04-21,9,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,UMRANIYE,M5,YAMANEVLER
2020-04-20,16,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,BN1,
2020-04-29,6,1,OTOYOL,BOGAZKOY-BAHCESEHIR-OLIMPIYATKOY METRO,Aktarma,1,1,TAM,Tam Aktarma,FATIH,MK15,
2020-04-09,14,1,OTOYOL,SEYRANTEPE-GULTEPE-PERPA,Normal,4,4,INDIRIMLI1,Indirimli Abonman,SARIYER,65A,
2020-04-02,23,2,RAYLI,KADIKOY-KARTAL,Normal,5,5,TAM,Tam Kontur,KARTAL,M4,HASTANE (BATI)
2020-04-15,18,1,OTOYOL,YENIBOSNA METRO-KAZLICESME,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,MR20,
2020-04-21,7,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,98AB,
2020-04-24,17,1,OTOYOL,KADIKOY-TUZLA,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,130A,
2020-04-14,17,1,OTOYOL,BUYUKCEKMECE-BAKIRKOY,Normal,4,4,TAM,Tam Kontur,KUCUKCEKMECE,76C,
2020-04-10,14,1,OTOYOL,TARABYAUSTU - KABATAS,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,29C,
2020-04-28,16,2,RAYLI,TOPKAPI-HABIBLER,Normal,2,2,INDIRIMLI1,Indirimli Kontur,ESENLER,T4,BASTABYA
2020-04-28,10,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,21,20,TAM,Tam Kontur,EYUPSULTAN,34,EDIRNEKAPI
2020-04-20,18,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,TekliBilet Tarifeli,BEYLIKDUZU,34,GUZELYURT
2020-04-15,15,1,OTOYOL,TEPEUSTU-AKSARAY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,89B,
2020-04-15,9,1,OTOYOL,KARTAL - KAYNARCA - VELIBABA MAH.,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,132V,
2020-04-30,21,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Abonman,ESENLER,T4,BASTABYA
2020-04-29,17,2,RAYLI,KADIKOY-KARTAL,Normal,5,5,INDIRIMLI1,Indirimli Kontur,USKUDAR,M4,GOZTEPE
2020-04-13,12,1,OTOYOL,KAYABASI KIPTAS-KAYASEHIR-EMINONU,Aktarma,7,7,TAM,Tam Aktarma,KUCUKCEKMECE,79E,
2020-04-29,19,1,OTOYOL,USKUDAR-YAVUZTURK MAHALLESI,Normal,1,1,TAM,Tam Kontur,ATASEHIR,11Y,
2020-04-16,16,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,28,28,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI 2 KUZEY
2020-04-13,17,1,OTOYOL,KUCUKKOY - EMINONU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,38E,
2020-04-01,7,1,OTOYOL,CUMH.MAH-KUCUK CAMLICA - USKUDAR,Normal,2,2,TAM,Tam Kontur,ATASEHIR,6,
2020-04-11,7,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,7,TAM,Tam Kontur,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2020-04-15,18,1,OTOYOL,SULTANBEYLI-UMRANIYE,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,131,
2020-04-28,16,1,OTOYOL,YUNUS EMRE MAHALLESI-TOPKAPI,Normal,24,23,TAM,Tam Kontur,SARIYER,88,
2020-04-17,15,1,OTOYOL,FENERTEPE-BASAKSEHIR METROKENT,Normal,1,1,TAM,Tam Kontur,FATIH,78F,
2020-04-06,15,1,OTOYOL,KAYABASI KIPTAS-MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,79KM,
2020-04-30,12,1,OTOYOL,KADIKOY-BEYKOZ,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,15BK,
2020-04-29,11,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2020-04-13,16,1,OTOYOL,EMINONU - KULAKSIZ,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,EM1,
2020-04-16,17,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,34,CENNET MAHALLESI
2020-04-21,16,1,OTOYOL,SULTANBEYLI-UMRANIYE,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,131,
2020-04-03,21,1,OTOYOL,HADIMKOY TOKI-BAYRAMPASA METRO,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,336H,
2020-04-17,7,1,OTOYOL,SOGUTLUCESME - ZEYTINBURNU METRO,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,89S,
2020-04-30,11,1,OTOYOL,BESIKTAS ULUS-ZINCIRLIKUYU-BESIKTAS,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,U1,
2020-04-14,18,1,OTOYOL,ATESTUGLA DEMIRKAPI MH.- BEYAZIT,Normal,4,3,UCRETSIZ,Ucretsiz,BAKIRKOY,97G,
2020-04-21,18,3,DENİZ,BARBAROS-E.KADIKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BESIKTAS,BARBAROS-E.KDK,BARBAROS
2020-04-02,20,1,OTOYOL,ZEYTINBURNU-TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,93T,
2020-04-27,14,1,OTOYOL,KADIKOY-GOLET-SULTANBEYLI,Normal,18,17,UCRETSIZ,Ucretsiz,BAKIRKOY,14KS,
2020-04-27,17,1,OTOYOL,KARTAL-YENIDOGAN,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,132S,
2020-04-24,7,1,OTOYOL,K.S.S EGT.ARS.HST.-MECIDIYEKOY,Normal,2,2,TAM,Tam Abonman,PENDIK,141M,
2020-04-09,13,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,EYUPSULTAN,M1,BAYRAMPASA
2020-04-24,11,1,OTOYOL,K.S.S EGT.ARS.HST.-MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,KUCUKCEKMECE,141M,
2020-04-27,15,1,OTOYOL,YESILPINAR-OTOGAR,Normal,1,1,UCRETSIZ,Ucretsiz,KAGITHANE,39O,
2020-04-30,14,2,RAYLI,KABATAS-BAGCILAR,Normal,15,15,INDIRIMLI1,Indirimli Kontur,FATIH,T1,AKSARAY
2020-04-01,18,1,OTOYOL,EMNIYETTEPE -TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,48N,
2020-04-28,22,1,OTOYOL,AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,41AT,
2020-04-16,21,1,OTOYOL,CEKMEKOY/SAMANDIRA-KARTAL,Normal,3,3,TAM,Tam Abonman,ATASEHIR,131Y,
2020-04-14,7,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Normal,7,7,UCRETSIZ,Ucretsiz,BAKIRKOY,DT1,
2020-04-05,9,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Tam Kontur,USKUDAR,34A,BOGAZ KOPRUSU 2
2020-04-08,15,1,OTOYOL,KARTAL - KAYNARCA - VELIBABA MAH.,Normal,3,1,TAM,Tam Kontur,BAKIRKOY,132V,
2020-04-21,17,1,OTOYOL,HACI OSMAN METRO - KILYOS,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,151,
2020-04-16,15,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,39,36,TAM,Tam Kontur,BAKIRKOY,14ŞB,
2020-04-03,17,1,OTOYOL,SULTANBEYLI-KOZYATAGI METRO,Normal,11,11,INDIRIMLI1,Indirimli Abonman,ATASEHIR,14S,
2020-04-30,9,1,OTOYOL,YENIBOSNA METRO-ARNAVUTKOY,Normal,1,1,TAM,Tam Abonman,KUCUKCEKMECE,36AY,
2020-04-20,19,1,OTOYOL,GIYIMKENT - T.REIS - MECIDIYEKOY,Normal,12,10,TAM,Tam Kontur,SARIYER,33M,
2020-04-04,17,1,OTOYOL,KARADENIZ MAH. EMINONU,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,36KE,
2020-04-28,14,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,GUNGOREN,M1,MERTER
2020-04-20,17,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,10,10,INDIRIMLI1,Tam Kontur,BAKIRKOY,M1,ATAKOY
2020-04-07,8,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2020-04-10,18,1,OTOYOL,S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,Aktarma,1,1,TAM,Tam Aktarma,PENDIK,16S,
2020-04-08,12,1,OTOYOL,HACI OSMAN METRO - KISIRKAYA,Aktarma,10,10,TAM,Tam Aktarma,SARIYER,152,
2020-04-15,7,1,OTOYOL,HACI OSMAN METRO - KISIRKAYA,Normal,8,8,INDIRIMLI1,Indirimli Abonman,SARIYER,152,
2020-04-13,8,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,78,
2020-04-17,23,1,OTOYOL,ATESTUGLA - EMINONU,Normal,2,2,TAM,Tam Kontur,SARIYER,92,
2020-04-10,17,1,OTOYOL,YUNUSEMRE MAH.-BARAJ YOLU-SISLI,Normal,28,27,TAM,Tam Kontur,BEYKOZ,49GB,
2020-04-10,23,1,OTOYOL,USKUDAR-BEYKOZ,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,15,
2020-04-06,6,1,OTOYOL,TASOLUK-ARNAVUTKOY-YENIKAPI,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,36Y,
2020-04-16,18,2,RAYLI,TOPKAPI-HABIBLER,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,ZEYTINBURNU,T4,TOPKAPI
2020-04-10,19,1,OTOYOL,S.SAHINBEY-MECIDIYEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,SARIYER,122M,
2020-04-16,14,1,OTOYOL,KAGITHANE - KABATAS,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,62,
2020-04-30,19,1,OTOYOL,CEBECI MAHALLESI-MECIDIYEKOY,Normal,3,3,INDIRIMLI1,Indirimli Abonman,SARIYER,36M,
2020-04-08,7,1,OTOYOL,K.S.SULEYMAN EGT.ARS.HST-SOGUTLU CESME-Z.BURNU METRO,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,89A,
2020-04-03,14,1,OTOYOL,KULAKSIZ - TAKSIM,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,54K,
2020-04-22,16,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,17,16,INDIRIMLI1,Tam Kontur,SISLI,34,MECIDIYEKOY
2020-04-22,8,1,OTOYOL,TASDELEN-IMES-UMRANIYE-BEREKET SITESI,Normal,4,4,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,131T,
2020-04-16,10,1,OTOYOL,USKUDAR-S.GAZI EMEK MAH,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,11P,
2020-04-14,15,1,OTOYOL,PARSELLER MAH-UZUNCAYIR M.BUS-KADIKOY,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,14BK,
2020-04-02,11,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,14,9,TAM,Tam Kontur,BAKIRKOY,18Ü,
2020-04-18,7,1,OTOYOL,KADIKOY-TURKIS BLOKLARI,Normal,4,4,UCRETSIZ,Ucretsiz,SANCAKTEPE,19T,
2020-04-15,9,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,14ŞB,
2020-04-20,8,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,9,9,TAM,Tam Kontur,KADIKOY,34A,FIKIRTEPE
2020-04-15,6,1,OTOYOL,KAYABASI KIPTAS-OLIMPIYATKOY METRO,Normal,1,1,UCRETSIZ,Ucretsiz,PENDIK,MK11,
2020-04-16,17,1,OTOYOL,KARADENIZ MAHALLESI - BEYAZIT,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,36,
2020-04-09,11,1,OTOYOL,GOZTEPE MAH. - BAKIRKOY,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,KAGITHANE,98A,
2020-04-27,18,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,55,54,TAM,Tam Kontur,EYUPSULTAN,34,EDIRNEKAPI
2020-04-17,9,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,1,1,INDIRIMLI2,Tam Kontur,BAKIRKOY,130Ş,
2020-04-04,14,1,OTOYOL,YENIBOSNA METRO - EMINONU,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,82,
2020-04-27,15,1,OTOYOL,TASDELEN-KADIKOY,Aktarma,1,1,TAM,Tam Aktarma,KARTAL,14T,
2020-04-27,6,1,OTOYOL,AYDINLI TOKI-KARTAL METRO,Normal,24,24,TAM,Tam Kontur,BAKIRKOY,KM11,
2020-04-06,7,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,92Ş,
2020-04-21,16,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,M5,KISIKLI
2020-04-15,8,1,OTOYOL,HAMIDIYE MAHALLESI - MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,48H,
2020-04-02,15,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,11ÜS,
2020-04-19,18,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,KUCUKCEKMECE,34,CENNET MAHALLESI
2020-04-13,9,1,OTOYOL,ESENYURT -  KIPTAS 4.ETAP - 5.ETAP - AVCILAR METROBUS,Normal,2,2,TAM,Tam Kontur,KUCUKCEKMECE,142K,
2020-04-04,17,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,3,3,INDIRIMLI1,Tam Kontur,ESENLER,M1,MENDERES
2020-04-07,8,1,OTOYOL,CEBECI MAH-ISTIKLAL MAH-BOGAZKOY,Normal,13,13,TAM,Tam Kontur,FATIH,36CB,
2020-04-09,22,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,20,16,TAM,Tam Kontur,BAHCELIEVLER,34,BAHCELIEVLER
2020-04-21,17,2,RAYLI,TOPKAPI-HABIBLER,Normal,4,4,INDIRIMLI1,Tam Kontur,ESENLER,T4,BASTABYA
2020-04-14,12,1,OTOYOL,KOCAMUSTAFAPASA - TAKSIM,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,35C,
2020-04-22,14,1,OTOYOL,YENISEHIR-KARTAL METRO,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,KM25,
2020-04-14,18,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,32,32,TAM,Tam Abonman,BAKIRKOY,522B,
2020-04-16,9,1,OTOYOL,IHLAS MARMARA EVLERI-ZEYTINBURNU METRO,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,145,
2020-04-08,17,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,M1,AKSARAY 1
2020-04-29,11,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,SISLI,34,ZINCIRLIKUYU 1
2020-04-01,16,1,OTOYOL,K.S.SULEYMAN EGT.ARS.HST-SOGUTLU CESME-Z.BURNU METRO,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,89A,
2020-04-19,9,1,OTOYOL,TUZLA EMLAK KONUTLARI - SULTANBEYLI,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,KM14,
2020-04-08,19,1,OTOYOL,YENIDOGAN - AYRILIKCESME,Normal,3,3,INDIRIMLI1,Indirimli Kontur,PENDIK,19A,
2020-04-17,6,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,FATIH,T1,CEMBERLITAS
2020-04-30,14,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,14B,
2020-04-20,21,2,RAYLI,HALKALI - GEBZE,Normal,1,1,PERSONEL,Ucretsiz,ZEYTINBURNU,MARMARAY,ZEYTINBURNU
2020-04-06,9,1,OTOYOL,TOKATKOY-BEYKOZ-UMRANIYE.DEV.HST,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,15TY,
2020-04-14,15,2,RAYLI,TOPKAPI-HABIBLER,Aktarma,1,1,TAM,Tam Aktarma,ZEYTINBURNU,T4,TOPKAPI
2020-04-17,21,1,OTOYOL,USKUDAR-TURKIS BLOKLARI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ATASEHIR,11T,
2020-04-29,19,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,13,13,TAM,Tam Kontur,SISLI,M2,ITU GUNEY
2020-04-09,18,1,OTOYOL,YUNUS EMRE MAHALLESI - BASAKSEHIR METROKENT,Normal,4,4,INDIRIMLI1,Indirimli Abonman,PENDIK,78C,
2020-04-20,18,1,OTOYOL,KADIKOY-ESENSEHIR,Aktarma,8,8,TAM,Tam Aktarma,BAKIRKOY,14ES,
2020-04-23,7,1,OTOYOL,SULTANBEYLI(M.SINAN)-ADLIYE-KARTAL DEV.HST,Normal,1,1,UCRETSIZ,Tam Kontur,ATASEHIR,132M,
2020-04-05,18,1,OTOYOL,EMNIYETTEPE -TAKSIM,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,48N,
2020-04-27,14,1,OTOYOL,TOPKAPI-KAZLICESME,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,MR11,
2020-04-02,13,2,RAYLI,TOPKAPI-HABIBLER,Normal,5,5,TAM,Tam Kontur,SULTANGAZI,T4,SULTANCIFTLIGI
2020-04-02,14,2,RAYLI,KABATAS-BAGCILAR,Aktarma,2,2,TAM,Tam Aktarma,GUNGOREN,T1,AKINCILAR
2020-04-14,15,1,OTOYOL,OMERLI KIPTAS KONUTLARI-BEYLIKDUZU,Aktarma,5,5,TAM,Tam Aktarma,KUCUKCEKMECE,144A,
2020-04-07,13,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,10,10,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,98,
2020-04-08,0,1,OTOYOL,YENIBOSNAMETRO-TAKSIM,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,73,
2020-04-01,10,1,OTOYOL,YENIDOGAN - MECIDIYEKOY,Normal,21,21,TAM,Tam Abonman,BAKIRKOY,622,
2020-04-22,17,1,OTOYOL,GULTEPE - SISLI,Normal,26,25,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,65G,
2020-04-05,18,1,OTOYOL,BASIBUYUK-SUREYYAPASA HTS.-MALTEPE,Aktarma,1,1,TAM,Tam Aktarma,KARTAL,KM42,
2020-04-16,20,1,OTOYOL,YENIBOSNA METRO-ARNAVUTKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,EYUPSULTAN,36AY,
2020-04-15,11,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,TAM,Tam Abonman,BAHCELIEVLER,34,YENIBOSNA
2020-04-09,10,1,OTOYOL,SANCAKTEPE - YAMANEVLER METRO,Aktarma,2,2,TAM,Tam Aktarma,KARTAL,UM60,
2020-04-07,18,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,114,109,TAM,Tam Kontur,SISLI,34,CAGLAYAN
2020-04-04,16,1,OTOYOL,USKUDAR-YENI MAHALLE,Normal,2,2,TAM,Tam Abonman,ATASEHIR,15Y,
2020-04-27,12,1,OTOYOL,CEBECI MAHALLESI-BOLLUCA-ENSAR MAHALLESI,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,FATIH,36TC,
2020-04-09,19,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,15,15,TAM,Tam Kontur,BAKIRKOY,559C,
2020-04-13,16,1,OTOYOL,YUNUS EMRE MAHALLESI - BEYAZIT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,38,
2020-04-22,12,3,DENİZ,EMINONU-USKUDAR,Aktarma,4,4,INDIRIMLI2,Indirimli Tip 2 Aktarma,FATIH,EMINONU-USK,EMINONU USKUDAR HATTI
2020-04-07,15,1,OTOYOL,KAYABASI KIPTAS-MECIDIYEKOY,Normal,1,1,TAM,Tam Abonman,KUCUKCEKMECE,79KM,
2020-04-16,17,1,OTOYOL,CIKSALIN-TAKSIM,Normal,4,4,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,54Ç,
2020-04-07,7,1,OTOYOL,EMINONU - KULAKSIZ,Normal,3,3,INDIRIMLI1,Tam Kontur,BAKIRKOY,EM1,
2020-04-28,14,2,RAYLI,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Tam Kontur,ZEYTINBURNU,T1,AKSEMSETTIN
2020-04-10,14,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,98,
2020-04-09,10,1,OTOYOL,KADIKOY-TUZLA,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,130A,
2020-04-08,18,1,OTOYOL,ARNAVUTKOY-EMINONU,Normal,31,28,TAM,Tam Kontur,KUCUKCEKMECE,336,
2020-04-29,5,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,ESENYURT,34,HARAMIDERE SANAYI SITESI
2020-04-29,19,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,ESENYURT,34,BEYLIKDUZU
2020-04-30,12,2,RAYLI,HALKALI - GEBZE,Normal,16,16,TAM,Tam Kontur,BAKIRKOY,MARMARAY,BAKIRKOY-1
2020-04-10,8,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,4,4,TAM,Tam Kontur,SISLI,M2,ATATURK OTO SANAYI GUNEY
2020-04-07,10,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,GEBZE,MARMARAY,FATIH
2020-04-10,12,1,OTOYOL,KADIKOY-U.MUMCU MAH.,Normal,1,1,INDIRIMLI1,Tam Kontur,PENDIK,21U,
2020-04-20,17,2,RAYLI,HALKALI - GEBZE,Normal,6,6,INDIRIMLI1,Indirimli Abonman,MALTEPE,MARMARAY,SUREYYA PLAJI
2020-04-30,18,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,1,1,PERSONEL,Tam Abonman,SARIYER,14ÇK,
2020-04-04,11,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A,UZUNCAYIR 1
2020-04-15,22,1,OTOYOL,YUNUS EMRE MAHALLESI - BEYAZIT,Normal,1,1,TAM,Tam Kontur,SARIYER,38,
2020-04-21,15,2,RAYLI,HALKALI - GEBZE,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,MARMARAY,YESILYURT
2020-04-02,13,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,SISLI,M2,SISLI GUNEY
2020-04-17,10,1,OTOYOL,KOCAMUSTAFAPASA - EMINONU,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,35,
2020-04-17,6,1,OTOYOL,MECIDIYEKOY - BASAKSEHIR METROKENT,Normal,2,2,TAM,Tam Kontur,KUCUKCEKMECE,146M,
2020-04-08,11,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,ESENYURT,34,BEYLIKDUZU BELEDIYESI
2020-04-07,20,1,OTOYOL,KOCAMUSTAFAPASA - TAKSIM,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,35C,
2020-04-27,21,1,OTOYOL,KADIKOY-KAVACIK-YENICAMI,Normal,8,8,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14M,
2020-04-10,6,1,OTOYOL,KADIKOY-KAZIM KARABEKIR MAH.,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,20K,
2020-04-17,19,1,OTOYOL,KARTAL-AYDINLI TOKI KONUTLARI,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,133KT,
2020-04-14,19,2,RAYLI,TOPKAPI-HABIBLER,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Abonman,EYUPSULTAN,T4,SEHITLIK
2020-04-09,17,2,RAYLI,TOPKAPI-HABIBLER,Aktarma,2,2,TAM,Tam Aktarma,EYUPSULTAN,T4,EDIRNEKAPI
2020-04-17,8,3,DENİZ,IC HATLAR,Normal,57,57,TAM,Tam Abonman,USKUDAR,DT-İST,USKUDAR
2020-04-04,21,1,OTOYOL,GIYKOOP - BIRLIK MAH - EMINONU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SARIYER,33B,
2020-04-14,17,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,M1,BAKIRKOY
2020-04-11,9,1,OTOYOL,TUZLA-TOPKAPI,Normal,6,6,TAM,Tam Abonman,KARTAL,500T,
2020-04-07,16,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,4,4,INDIRIMLI1,Indirimli Aktarma,SISLI,M2,OSMANBEY KUZEY
2020-04-07,5,1,OTOYOL,ZUMRUTEVLER - HUZUREVI-MALTEPE,Normal,1,1,TAM,Tam Kontur,SANCAKTEPE,KM43,
2020-04-22,16,1,OTOYOL,USKUDAR-YAVUZTURK MAHALLESI,Normal,2,2,TAM,Tam Abonman,ATASEHIR,11Y,
